,Commodity,Price Date,Price
26789,Fuel (diesel),2023-05-15,450.0
26790,Fuel (diesel),2023-06-15,450.0
26791,Fuel (diesel),2023-07-15,1416.129085
26792,Fuel (diesel),2023-08-15,1700.0
26793,Fuel (diesel),2023-09-15,1700.0
26794,Fuel (diesel),2023-10-15,4119.354911
26795,Fuel (diesel),2023-11-15,1101.499563
26796,Fuel (diesel),2023-12-15,2064.706158
26797,Fuel (diesel),2024-01-15,2864.516353
26798,Fuel (diesel),2024-02-15,550.0
26799,Fuel (diesel),2024-03-15,550.0
26800,Fuel (diesel),2024-04-15,550.0
26801,Fuel (diesel),2024-05-15,550.0
26802,Fuel (diesel),2024-06-15,550.0
26803,Fuel (diesel),2024-07-15,550.0
26804,Fuel (diesel),2024-08-15,550.0
26805,Fuel (diesel),2024-09-15,550.0
26806,Fuel (diesel),2024-10-15,550.0
26807,Fuel (diesel),2024-11-15,550.0
26808,Fuel (diesel),2024-12-15,550.0
26809,Fuel (diesel),2025-01-15,550.0
26810,Fuel (diesel),2025-02-15,550.0
26811,Fuel (diesel),2025-03-15,164.0493
26812,Fuel (diesel),2025-04-15,294.939
26813,Fuel (diesel),2025-05-15,411.0221
26814,Fuel (diesel),2025-06-15,470.5621
26868,Oil,2023-01-15,10500.0
26869,Oil,2023-02-15,11195.652147
26870,Oil,2023-03-15,11943.548368
26871,Oil,2023-04-15,12500.0
26872,Oil,2023-06-15,12500.0
26873,Oil,2023-07-15,13456.978488
26874,Oil,2023-08-15,19204.161678
26875,Oil,2023-09-15,22000.0
26876,Oil,2023-10-15,22000.0
26877,Oil,2023-11-15,18800.002661
26878,Oil,2023-12-15,17921.294839
26879,Oil,2024-01-15,18824.473723
26880,Oil,2024-02-15,18827.620734
26881,Oil,2024-03-15,18360.064454
26882,Oil,2024-04-15,18888.887359
26883,Oil,2024-05-15,18424.729653
26884,Oil,2024-06-15,19744.446082
26885,Oil,2024-07-15,20403.223845
26886,Oil,2024-08-15,20225.805406
26887,Oil,2024-09-15,20388.888653
26888,Oil,2024-10-15,21010.751605
26889,Oil,2024-11-15,21938.889181
26890,Oil,2024-12-15,23000.0
26891,Oil,2025-01-15,19820.51458
26892,Oil,2025-02-15,20000.0
26893,Oil,2025-03-15,35472.668
26894,Oil,2025-04-15,33734.9492
26895,Oil,2025-05-15,29703.252
26896,Oil,2025-06-15,28802.3203
26897,"Fuel (diesel, heating, parallel market)",2023-01-15,1800.0
26898,"Fuel (diesel, heating, parallel market)",2023-02-15,1800.0
26899,"Fuel (diesel, heating, parallel market)",2023-03-15,1800.0
26900,"Fuel (diesel, heating, parallel market)",2023-04-15,1800.0
26901,"Fuel (diesel, heating, parallel market)",2023-05-15,2000.0
26902,"Fuel (diesel, heating, parallel market)",2023-06-15,2000.0
26903,"Fuel (diesel, heating, parallel market)",2023-07-15,2490.322589
26904,"Fuel (diesel, heating, parallel market)",2023-08-15,3200.0
26905,"Fuel (diesel, heating, parallel market)",2023-09-15,3920.000056
26906,"Fuel (diesel, heating, parallel market)",2023-10-15,4967.741964
26907,"Fuel (diesel, heating, parallel market)",2023-11-15,5239.130441
26908,"Fuel (diesel, heating, parallel market)",2023-12-15,6064.516183
26909,"Fuel (diesel, heating, parallel market)",2024-01-15,7000.0
26910,"Fuel (diesel, heating, parallel market)",2024-02-15,6931.034532
26911,"Fuel (diesel, heating, parallel market)",2024-03-15,6387.096763
26912,"Fuel (diesel, heating, parallel market)",2024-04-15,6116.666674
26913,"Fuel (diesel, heating, parallel market)",2024-05-15,6000.0
26914,"Fuel (diesel, heating, parallel market)",2024-06-15,6000.0
26915,"Fuel (diesel, heating, parallel market)",2024-07-15,6661.290289
26916,"Fuel (diesel, heating, parallel market)",2024-08-15,7000.0
26917,"Fuel (diesel, heating, parallel market)",2024-09-15,7000.0
26918,"Fuel (diesel, heating, parallel market)",2024-10-15,6854.166605
26919,"Fuel (diesel, heating, parallel market)",2024-11-15,7433.333263
26920,"Fuel (diesel, heating, parallel market)",2024-12-15,9909.090995
26921,"Fuel (diesel, heating, parallel market)",2025-01-15,7096.153768
26922,"Fuel (diesel, heating, parallel market)",2025-02-15,7500.0
26923,"Fuel (diesel, heating, parallel market)",2025-03-15,7791.3389
26924,"Fuel (diesel, heating, parallel market)",2025-04-15,7995.1396
26925,"Fuel (diesel, heating, parallel market)",2025-05-15,8183.3521
26926,"Fuel (diesel, heating, parallel market)",2025-06-15,8381.8096
26927,"Fuel (diesel, transport, parallel market)",2023-01-15,3500.0
26928,"Fuel (diesel, transport, parallel market)",2023-02-15,3847.826073
26929,"Fuel (diesel, transport, parallel market)",2023-03-15,3612.903262
26930,"Fuel (diesel, transport, parallel market)",2023-04-15,3000.0
26931,"Fuel (diesel, transport, parallel market)",2023-06-15,3000.0
26932,"Fuel (diesel, transport, parallel market)",2023-07-15,3129.032254
26933,"Fuel (diesel, transport, parallel market)",2023-08-15,3677.419347
26934,"Fuel (diesel, transport, parallel market)",2023-09-15,8894.366934
26935,"Fuel (diesel, transport, parallel market)",2023-10-15,10000.0
26936,"Fuel (diesel, transport, parallel market)",2023-11-15,5500.0
26937,"Fuel (diesel, transport, parallel market)",2023-12-15,6516.12913
26938,"Fuel (diesel, transport, parallel market)",2024-01-15,7368.421081
26939,"Fuel (diesel, transport, parallel market)",2024-02-15,6931.034532
26940,"Fuel (diesel, transport, parallel market)",2024-03-15,6387.096763
26941,"Fuel (diesel, transport, parallel market)",2024-04-15,6350.000023
26942,"Fuel (diesel, transport, parallel market)",2024-05-15,6000.0
26943,"Fuel (diesel, transport, parallel market)",2024-06-15,6000.0
26944,"Fuel (diesel, transport, parallel market)",2024-07-15,6661.290289
26945,"Fuel (diesel, transport, parallel market)",2024-08-15,7000.0
26946,"Fuel (diesel, transport, parallel market)",2024-09-15,7000.0
26947,"Fuel (diesel, transport, parallel market)",2024-10-15,7000.0
26948,"Fuel (diesel, transport, parallel market)",2024-11-15,7433.333263
26949,"Fuel (diesel, transport, parallel market)",2024-12-15,9909.090995
26950,"Fuel (diesel, transport, parallel market)",2025-01-15,7096.153768
26951,"Fuel (diesel, transport, parallel market)",2025-02-15,7500.0
26952,"Fuel (diesel, transport, parallel market)",2025-03-15,6893.1709
26953,"Fuel (diesel, transport, parallel market)",2025-04-15,6482.4517
26954,"Fuel (diesel, transport, parallel market)",2025-05-15,7058.2554
26955,"Fuel (diesel, transport, parallel market)",2025-06-15,7603.8071
26956,Fuel (diesel),2023-01-15,450.0
26957,Fuel (diesel),2023-02-15,450.0
26958,Fuel (diesel),2023-03-15,450.0
26959,Fuel (diesel),2023-04-15,450.0
26960,Fuel (diesel),2023-05-15,426.29032
26961,Fuel (diesel),2023-06-15,450.0
26962,Fuel (diesel),2023-07-15,451.612901
26963,Fuel (diesel),2023-08-15,504.166664
26964,Fuel (diesel),2023-09-15,525.0
26965,Fuel (diesel),2023-10-15,525.0
26966,Fuel (diesel),2023-11-15,1679.348021
26967,Fuel (diesel),2023-12-15,2000.0
26968,Fuel (diesel),2024-01-15,2000.0
26969,Fuel (diesel),2024-02-15,2000.0
26970,Fuel (diesel),2024-03-15,2000.0
26971,Fuel (diesel),2024-04-15,2006.66666
26972,Fuel (diesel),2024-05-15,2100.0
26973,Fuel (diesel),2024-06-15,2100.0
26974,Fuel (diesel),2024-07-15,2100.0
26975,Fuel (diesel),2024-08-15,2100.0
26976,Fuel (diesel),2024-09-15,2100.0
26977,Fuel (diesel),2024-10-15,4275.000422
26978,Fuel (diesel),2024-11-15,2458.33314
26979,Fuel (diesel),2024-12-15,2150.0
26980,Fuel (diesel),2025-01-15,2450.3826
26981,Fuel (diesel),2025-02-15,2147.061
26982,Fuel (diesel),2025-03-15,1729.2894
26983,Fuel (diesel),2025-04-15,1369.6108
26984,Fuel (diesel),2025-05-15,1055.2297
26985,Fuel (diesel),2025-06-15,777.1442
27030,Oil,2023-01-15,12000.0
27031,Oil,2023-02-15,13898.550817
27032,Oil,2023-03-15,14000.0
27033,Oil,2023-04-15,14000.0
27034,Oil,2023-06-15,14711.538485
27035,Oil,2023-07-15,15741.935425
27036,Oil,2023-08-15,23268.935678
27037,Oil,2023-09-15,23533.666526
27038,Oil,2023-10-15,22667.0
27039,Oil,2023-11-15,19925.926724
27040,Oil,2023-12-15,19967.742287
27041,Oil,2024-01-15,20491.289512
27042,Oil,2024-02-15,20000.0
27043,Oil,2024-03-15,19962.290318
27044,Oil,2024-04-15,20022.221979
27045,Oil,2024-05-15,20053.762866
27046,Oil,2024-06-15,20777.777051
27047,Oil,2024-07-15,21634.411319
27048,Oil,2024-08-15,21838.710033
27049,Oil,2024-09-15,22077.777005
27050,Oil,2024-10-15,22161.289966
27051,Oil,2024-11-15,23777.779
27052,Oil,2024-12-15,28151.515173
27053,Oil,2025-01-15,21910.25729
27054,Oil,2025-02-15,22000.0
27055,Oil,2025-03-15,33586.543
27056,Oil,2025-04-15,36249.9297
27057,Oil,2025-05-15,34099.0469
27058,Oil,2025-06-15,33020.8438
27059,"Fuel (diesel, heating, parallel market)",2023-01-15,11500.0
27060,"Fuel (diesel, heating, parallel market)",2023-02-15,8500.0
27061,"Fuel (diesel, heating, parallel market)",2023-03-15,7661.290213
27062,"Fuel (diesel, heating, parallel market)",2023-04-15,7500.0
27063,"Fuel (diesel, heating, parallel market)",2023-05-15,7000.0
27064,"Fuel (diesel, heating, parallel market)",2023-06-15,7433.33338
27065,"Fuel (diesel, heating, parallel market)",2023-07-15,7620.967632
27066,"Fuel (diesel, heating, parallel market)",2023-08-15,11250.0
27067,"Fuel (diesel, heating, parallel market)",2023-09-15,14625.000262
27068,"Fuel (diesel, heating, parallel market)",2023-10-15,13548.387053
27069,"Fuel (diesel, heating, parallel market)",2023-11-15,13108.695586
27070,"Fuel (diesel, heating, parallel market)",2023-12-15,12548.387053
27071,"Fuel (diesel, heating, parallel market)",2024-01-15,12241.935604
27072,"Fuel (diesel, heating, parallel market)",2024-02-15,12482.758753
27073,"Fuel (diesel, heating, parallel market)",2024-03-15,12887.096763
27074,"Fuel (diesel, heating, parallel market)",2024-04-15,12566.666604
27075,"Fuel (diesel, heating, parallel market)",2024-05-15,15500.000564
27076,"Fuel (diesel, heating, parallel market)",2024-06-15,13299.999953
27077,"Fuel (diesel, heating, parallel market)",2024-07-15,14258.064734
27078,"Fuel (diesel, heating, parallel market)",2024-08-15,12725.806976
27079,"Fuel (diesel, heating, parallel market)",2024-09-15,12566.666721
27080,"Fuel (diesel, heating, parallel market)",2024-10-15,13854.83892
27081,"Fuel (diesel, heating, parallel market)",2024-11-15,15316.666911
27082,"Fuel (diesel, heating, parallel market)",2024-12-15,15000.0
27083,"Fuel (diesel, heating, parallel market)",2025-01-15,13416.6475
27084,"Fuel (diesel, heating, parallel market)",2025-02-15,13277.7393
27085,"Fuel (diesel, heating, parallel market)",2025-03-15,13142.2617
27086,"Fuel (diesel, heating, parallel market)",2025-04-15,13010.1299
27087,"Fuel (diesel, heating, parallel market)",2025-05-15,12881.2617
27088,"Fuel (diesel, heating, parallel market)",2025-06-15,12755.5771
27089,"Fuel (diesel, transport, parallel market)",2023-01-15,10000.0
27090,"Fuel (diesel, transport, parallel market)",2023-02-15,6902.173926
27091,"Fuel (diesel, transport, parallel market)",2023-03-15,6846.774184
27092,"Fuel (diesel, transport, parallel market)",2023-04-15,7000.0
27093,"Fuel (diesel, transport, parallel market)",2023-06-15,7355.769347
27094,"Fuel (diesel, transport, parallel market)",2023-07-15,7403.225837
27095,"Fuel (diesel, transport, parallel market)",2023-08-15,9104.838243
27096,"Fuel (diesel, transport, parallel market)",2023-09-15,13558.333175
27097,"Fuel (diesel, transport, parallel market)",2023-10-15,13750.0
27098,"Fuel (diesel, transport, parallel market)",2023-11-15,13000.0
27099,"Fuel (diesel, transport, parallel market)",2023-12-15,12548.387053
27100,"Fuel (diesel, transport, parallel market)",2024-01-15,12241.935604
27101,"Fuel (diesel, transport, parallel market)",2024-02-15,12482.758753
27102,"Fuel (diesel, transport, parallel market)",2024-03-15,12887.096763
27103,"Fuel (diesel, transport, parallel market)",2024-04-15,12566.666604
27104,"Fuel (diesel, transport, parallel market)",2024-05-15,16887.097302
27105,"Fuel (diesel, transport, parallel market)",2024-06-15,14433.333162
27106,"Fuel (diesel, transport, parallel market)",2024-07-15,15709.677681
27107,"Fuel (diesel, transport, parallel market)",2024-08-15,15080.645445
27108,"Fuel (diesel, transport, parallel market)",2024-09-15,13966.666581
27109,"Fuel (diesel, transport, parallel market)",2024-10-15,15564.516085
27110,"Fuel (diesel, transport, parallel market)",2024-11-15,16466.666806
27111,"Fuel (diesel, transport, parallel market)",2024-12-15,16000.0
27112,"Fuel (diesel, transport, parallel market)",2025-01-15,16392.3984
27113,"Fuel (diesel, transport, parallel market)",2025-02-15,16510.8516
27114,"Fuel (diesel, transport, parallel market)",2025-03-15,16903.8945
27115,"Fuel (diesel, transport, parallel market)",2025-04-15,17056.1035
27116,"Fuel (diesel, transport, parallel market)",2025-05-15,17419.5391
27117,"Fuel (diesel, transport, parallel market)",2025-06-15,17597.7148
27118,Fuel (diesel),2023-01-15,700.0
27119,Fuel (diesel),2023-02-15,700.0
27120,Fuel (diesel),2023-03-15,700.0
27121,Fuel (diesel),2023-04-15,700.0
27122,Fuel (diesel),2023-05-15,700.0
27123,Fuel (diesel),2023-06-15,700.0
27124,Fuel (diesel),2023-07-15,700.0
27125,Fuel (diesel),2023-08-15,1295.833364
27126,Fuel (diesel),2023-09-15,2000.0
27127,Fuel (diesel),2023-10-15,2000.0
27128,Fuel (diesel),2023-11-15,2000.0
27129,Fuel (diesel),2023-12-15,2090.322589
27130,Fuel (diesel),2024-01-15,2090.322589
27131,Fuel (diesel),2024-02-15,2172.413813
27132,Fuel (diesel),2024-03-15,2200.0
27133,Fuel (diesel),2024-04-15,2200.0
27134,Fuel (diesel),2024-05-15,2200.0
27135,Fuel (diesel),2024-06-15,2200.0
27136,Fuel (diesel),2024-07-15,2200.0
27137,Fuel (diesel),2024-08-15,2200.0
27138,Fuel (diesel),2024-09-15,2200.0
27139,Fuel (diesel),2024-10-15,4619.355232
27140,Fuel (diesel),2024-11-15,5200.0
27141,Fuel (diesel),2024-12-15,5200.0
27142,Fuel (diesel),2025-01-15,5338.0493
27143,Fuel (diesel),2025-02-15,5418.856
27144,Fuel (diesel),2025-03-15,5507.0693
27145,Fuel (diesel),2025-04-15,5593.6387
27146,Fuel (diesel),2025-05-15,5680.5728
27147,Fuel (diesel),2025-06-15,5767.4258
27207,Oil,2023-01-15,17750.0
27208,Oil,2023-02-15,18500.0
27209,Oil,2023-03-15,18443.548368
27210,Oil,2023-04-15,18500.0
27211,Oil,2023-06-15,16730.769178
27212,Oil,2023-07-15,18306.451561
27213,Oil,2023-08-15,25548.387176
27214,Oil,2023-09-15,27300.00014
27215,Oil,2023-10-15,25500.0
27216,Oil,2023-11-15,24333.33
27217,Oil,2023-12-15,25161.29008
27218,Oil,2024-01-15,26215.161246
27219,Oil,2024-02-15,25632.068909
27220,Oil,2024-03-15,24360.29026
27221,Oil,2024-04-15,24033.333302
27222,Oil,2024-05-15,24161.290213
27223,Oil,2024-06-15,24383.333325
27224,Oil,2024-07-15,24338.70971
27225,Oil,2024-08-15,24758.064567
27226,Oil,2024-09-15,24933.333278
27227,Oil,2024-10-15,27758.064792
27228,Oil,2024-11-15,28066.666736
27229,Oil,2024-12-15,28000.0
27230,Oil,2025-01-15,28057.8926
27231,Oil,2025-02-15,29906.0566
27232,Oil,2025-03-15,33989.9023
27233,Oil,2025-04-15,36835.7383
27234,Oil,2025-05-15,34405.375
27235,Oil,2025-06-15,34237.8555
27236,"Fuel (diesel, heating, parallel market)",2023-01-15,11000.0
27237,"Fuel (diesel, heating, parallel market)",2023-02-15,8500.0
27238,"Fuel (diesel, heating, parallel market)",2023-03-15,8080.645106
27239,"Fuel (diesel, heating, parallel market)",2023-04-15,8000.0
27240,"Fuel (diesel, heating, parallel market)",2023-05-15,6750.0
27241,"Fuel (diesel, heating, parallel market)",2023-06-15,6750.0
27242,"Fuel (diesel, heating, parallel market)",2023-07-15,6887.09665
27243,"Fuel (diesel, heating, parallel market)",2023-08-15,11000.0
27244,"Fuel (diesel, heating, parallel market)",2023-09-15,12800.00014
27245,"Fuel (diesel, heating, parallel market)",2023-10-15,13387.096785
27246,"Fuel (diesel, heating, parallel market)",2023-11-15,14125.000382
27247,"Fuel (diesel, heating, parallel market)",2023-12-15,13579.032265
27248,"Fuel (diesel, heating, parallel market)",2024-01-15,12790.322657
27249,"Fuel (diesel, heating, parallel market)",2024-02-15,12241.379376
27250,"Fuel (diesel, heating, parallel market)",2024-03-15,12677.41942
27251,"Fuel (diesel, heating, parallel market)",2024-04-15,12766.666651
27252,"Fuel (diesel, heating, parallel market)",2024-05-15,12774.193475
27253,"Fuel (diesel, heating, parallel market)",2024-06-15,13583.333372
27254,"Fuel (diesel, heating, parallel market)",2024-07-15,14548.387053
27255,"Fuel (diesel, heating, parallel market)",2024-08-15,14564.516085
27256,"Fuel (diesel, heating, parallel market)",2024-09-15,14899.999976
27257,"Fuel (diesel, heating, parallel market)",2024-10-15,16645.161304
27258,"Fuel (diesel, heating, parallel market)",2024-11-15,17400.00007
27259,"Fuel (diesel, heating, parallel market)",2024-12-15,17875.000109
27260,"Fuel (diesel, heating, parallel market)",2025-01-15,12131.57885
27261,"Fuel (diesel, heating, parallel market)",2025-02-15,12500.0
27262,"Fuel (diesel, heating, parallel market)",2025-03-15,16329.8125
27263,"Fuel (diesel, heating, parallel market)",2025-04-15,17849.6523
27264,"Fuel (diesel, heating, parallel market)",2025-05-15,15506.3633
27265,"Fuel (diesel, heating, parallel market)",2025-06-15,17706.377
27266,"Fuel (diesel, transport, parallel market)",2023-01-15,10500.0
27267,"Fuel (diesel, transport, parallel market)",2023-02-15,7804.347852
27268,"Fuel (diesel, transport, parallel market)",2023-03-15,7838.709786
27269,"Fuel (diesel, transport, parallel market)",2023-04-15,7500.0
27270,"Fuel (diesel, transport, parallel market)",2023-06-15,6500.0
27271,"Fuel (diesel, transport, parallel market)",2023-07-15,6661.290289
27272,"Fuel (diesel, transport, parallel market)",2023-08-15,10430.258074
27273,"Fuel (diesel, transport, parallel market)",2023-09-15,13883.099964
27274,"Fuel (diesel, transport, parallel market)",2023-11-15,14454.545801
27275,"Fuel (diesel, transport, parallel market)",2023-12-15,13579.032265
27276,"Fuel (diesel, transport, parallel market)",2024-01-15,12790.322657
27277,"Fuel (diesel, transport, parallel market)",2024-02-15,12241.379376
27278,"Fuel (diesel, transport, parallel market)",2024-03-15,12677.41942
27279,"Fuel (diesel, transport, parallel market)",2024-04-15,12766.666651
27280,"Fuel (diesel, transport, parallel market)",2024-05-15,12774.193475
27281,"Fuel (diesel, transport, parallel market)",2024-06-15,13583.333372
27282,"Fuel (diesel, transport, parallel market)",2024-07-15,14548.387053
27283,"Fuel (diesel, transport, parallel market)",2024-08-15,14564.516085
27284,"Fuel (diesel, transport, parallel market)",2024-09-15,14899.999976
27285,"Fuel (diesel, transport, parallel market)",2024-10-15,16645.161304
27286,"Fuel (diesel, transport, parallel market)",2024-11-15,17400.00007
27287,"Fuel (diesel, transport, parallel market)",2024-12-15,17875.000109
27288,"Fuel (diesel, transport, parallel market)",2025-01-15,18242.3203
27289,"Fuel (diesel, transport, parallel market)",2025-02-15,15209.7002
27290,"Fuel (diesel, transport, parallel market)",2025-03-15,203706.5313
27291,"Fuel (diesel, transport, parallel market)",2025-04-15,18389.5684
27292,"Fuel (diesel, transport, parallel market)",2025-05-15,15301.1338
27293,"Fuel (diesel, transport, parallel market)",2025-06-15,14004.7139
27294,Fuel (diesel),2023-01-15,700.0
27295,Fuel (diesel),2023-02-15,700.0
27296,Fuel (diesel),2023-03-15,700.0
27297,Fuel (diesel),2023-04-15,700.0
27298,Fuel (diesel),2023-05-15,700.0
27299,Fuel (diesel),2023-06-15,700.0
27300,Fuel (diesel),2023-07-15,700.0
27301,Fuel (diesel),2023-08-15,916.66654
27302,Fuel (diesel),2023-09-15,2000.0
27303,Fuel (diesel),2023-10-15,2000.0
27304,Fuel (diesel),2023-11-15,2000.0
27305,Fuel (diesel),2023-12-15,2000.0
27306,Fuel (diesel),2024-01-15,4413.158085
27307,Fuel (diesel),2024-02-15,2000.0
27308,Fuel (diesel),2024-03-15,2000.0
27309,Fuel (diesel),2024-04-15,2000.0
27310,Fuel (diesel),2024-05-15,2000.0
27311,Fuel (diesel),2024-06-15,2000.0
27312,Fuel (diesel),2024-07-15,2000.0
27313,Fuel (diesel),2024-08-15,2000.0
27314,Fuel (diesel),2024-09-15,2000.0
27315,Fuel (diesel),2024-10-15,4419.355232
27316,Fuel (diesel),2024-11-15,5000.0
27317,Fuel (diesel),2024-12-15,11066.667071
27318,Fuel (diesel),2025-01-15,13696.153903
27319,Fuel (diesel),2025-02-15,13400.0
27320,Fuel (diesel),2025-03-15,2226.5298
27321,Fuel (diesel),2025-04-15,2265.2227
27322,Fuel (diesel),2025-05-15,2303.9155
27323,Fuel (diesel),2025-06-15,8016.1157
27382,Oil,2023-01-15,18666.6666
27383,Oil,2023-02-15,18963.768121
27384,Oil,2023-03-15,18640.010776
27385,Oil,2023-04-15,18000.0
27386,Oil,2023-06-15,15820.512985
27387,Oil,2023-07-15,16526.881626
27388,Oil,2023-08-15,25225.838933
27389,Oil,2023-09-15,25782.999684
27390,Oil,2023-11-15,23026.667177
27391,Oil,2023-12-15,23806.451997
27392,Oil,2024-01-15,25074.439019
27393,Oil,2024-02-15,26436.655177
27394,Oil,2024-03-15,23150.580433
27395,Oil,2024-04-15,22349.998612
27396,Oil,2024-05-15,22059.138728
27397,Oil,2024-06-15,22949.999007
27398,Oil,2024-07-15,22844.087162
27399,Oil,2024-08-15,23322.583308
27400,Oil,2024-09-15,23638.889575
27401,Oil,2024-10-15,27064.515418
27402,Oil,2024-11-15,27091.666677
27403,Oil,2024-12-15,32568.183033
27404,Oil,2025-01-15,19570.513539
27405,Oil,2025-02-15,19166.67
27406,Oil,2025-03-15,27513.9746
27407,Oil,2025-04-15,28213.2891
27408,Oil,2025-05-15,28445.125
27409,Oil,2025-06-15,28745.6172
27410,"Fuel (diesel, heating, parallel market)",2023-01-15,11000.0
27411,"Fuel (diesel, heating, parallel market)",2023-02-15,8500.0
27412,"Fuel (diesel, heating, parallel market)",2023-03-15,8080.645106
27413,"Fuel (diesel, heating, parallel market)",2023-04-15,8000.0
27414,"Fuel (diesel, heating, parallel market)",2023-05-15,6750.0
27415,"Fuel (diesel, heating, parallel market)",2023-06-15,6750.0
27416,"Fuel (diesel, heating, parallel market)",2023-07-15,6887.09665
27417,"Fuel (diesel, heating, parallel market)",2023-08-15,11000.0
27418,"Fuel (diesel, heating, parallel market)",2023-09-15,12800.00014
27419,"Fuel (diesel, heating, parallel market)",2023-10-15,13387.096785
27420,"Fuel (diesel, heating, parallel market)",2023-11-15,13400.0
27421,"Fuel (diesel, heating, parallel market)",2023-12-15,13000.0
27422,"Fuel (diesel, heating, parallel market)",2024-01-15,13276.315811
27423,"Fuel (diesel, heating, parallel market)",2024-02-15,13379.310311
27424,"Fuel (diesel, heating, parallel market)",2024-03-15,13322.580579
27425,"Fuel (diesel, heating, parallel market)",2024-04-15,13533.333302
27426,"Fuel (diesel, heating, parallel market)",2024-05-15,15000.0
27427,"Fuel (diesel, heating, parallel market)",2024-06-15,17400.000093
27428,"Fuel (diesel, heating, parallel market)",2024-07-15,14903.225893
27429,"Fuel (diesel, heating, parallel market)",2024-08-15,15516.129134
27430,"Fuel (diesel, heating, parallel market)",2024-09-15,15799.999953
27431,"Fuel (diesel, heating, parallel market)",2024-10-15,17129.03217
27432,"Fuel (diesel, heating, parallel market)",2024-11-15,18116.666701
27433,"Fuel (diesel, heating, parallel market)",2024-12-15,20545.454661
27434,"Fuel (diesel, heating, parallel market)",2025-01-15,13769.230821
27435,"Fuel (diesel, heating, parallel market)",2025-02-15,13500.0
27436,"Fuel (diesel, heating, parallel market)",2025-03-15,18386.6934
27437,"Fuel (diesel, heating, parallel market)",2025-04-15,18715.6992
27438,"Fuel (diesel, heating, parallel market)",2025-05-15,19061.0
27439,"Fuel (diesel, heating, parallel market)",2025-06-15,19415.748
27440,"Fuel (diesel, transport, parallel market)",2023-01-15,11000.0
27441,"Fuel (diesel, transport, parallel market)",2023-02-15,7989.583382
27442,"Fuel (diesel, transport, parallel market)",2023-03-15,7945.95702
27443,"Fuel (diesel, transport, parallel market)",2023-04-15,8333.0
27444,"Fuel (diesel, transport, parallel market)",2023-06-15,7333.3333
27445,"Fuel (diesel, transport, parallel market)",2023-07-15,7053.763367
27446,"Fuel (diesel, transport, parallel market)",2023-08-15,10779.387133
27447,"Fuel (diesel, transport, parallel market)",2023-09-15,14667.0
27448,"Fuel (diesel, transport, parallel market)",2023-12-15,13000.0
27449,"Fuel (diesel, transport, parallel market)",2024-01-15,13276.315811
27450,"Fuel (diesel, transport, parallel market)",2024-02-15,13379.310311
27451,"Fuel (diesel, transport, parallel market)",2024-03-15,13322.580579
27452,"Fuel (diesel, transport, parallel market)",2024-04-15,13533.333302
27453,"Fuel (diesel, transport, parallel market)",2024-05-15,15000.0
27454,"Fuel (diesel, transport, parallel market)",2024-06-15,17400.000093
27455,"Fuel (diesel, transport, parallel market)",2024-07-15,14903.225893
27456,"Fuel (diesel, transport, parallel market)",2024-08-15,15516.129134
27457,"Fuel (diesel, transport, parallel market)",2024-09-15,15799.999953
27458,"Fuel (diesel, transport, parallel market)",2024-10-15,17129.03217
27459,"Fuel (diesel, transport, parallel market)",2024-11-15,18116.666701
27460,"Fuel (diesel, transport, parallel market)",2024-12-15,20545.454661
27461,"Fuel (diesel, transport, parallel market)",2025-01-15,13769.230821
27462,"Fuel (diesel, transport, parallel market)",2025-02-15,13500.0
27463,"Fuel (diesel, transport, parallel market)",2025-03-15,18243.4941
27464,"Fuel (diesel, transport, parallel market)",2025-04-15,18591.1113
27465,"Fuel (diesel, transport, parallel market)",2025-05-15,18906.1172
27466,"Fuel (diesel, transport, parallel market)",2025-06-15,19209.8008
27467,Fuel (diesel),2023-01-15,700.0
27468,Fuel (diesel),2023-02-15,700.0
27469,Fuel (diesel),2023-03-15,700.0
27470,Fuel (diesel),2023-04-15,700.0
27471,Fuel (diesel),2023-05-15,700.0
27472,Fuel (diesel),2023-06-15,700.0
27473,Fuel (diesel),2023-07-15,700.0
27474,Fuel (diesel),2023-08-15,916.66654
27475,Fuel (diesel),2023-09-15,2000.0
27476,Fuel (diesel),2023-10-15,2000.0
27477,Fuel (diesel),2023-11-15,2000.0
27478,Fuel (diesel),2023-12-15,2000.0
27479,Fuel (diesel),2024-01-15,4300.000165
27480,Fuel (diesel),2024-02-15,2027.586186
27481,Fuel (diesel),2024-03-15,2000.0
27482,Fuel (diesel),2024-04-15,2000.0
27483,Fuel (diesel),2024-05-15,2000.0
27484,Fuel (diesel),2024-06-15,2000.0
27485,Fuel (diesel),2024-07-15,2154.838705
27486,Fuel (diesel),2024-08-15,2200.0
27487,Fuel (diesel),2024-09-15,2200.0
27488,Fuel (diesel),2024-10-15,4458.064883
27489,Fuel (diesel),2024-11-15,5000.0
27490,Fuel (diesel),2024-12-15,13495.454931
27491,Fuel (diesel),2025-01-15,13338.461507
27492,Fuel (diesel),2025-02-15,13500.0
27493,Fuel (diesel),2025-03-15,2724.9031
27494,Fuel (diesel),2025-04-15,2829.1599
27495,Fuel (diesel),2025-05-15,2880.1685
27496,Fuel (diesel),2025-06-15,28013.2266
27554,Oil,2023-01-15,18000.0
27555,Oil,2023-02-15,18885.416727
27556,Oil,2023-03-15,18054.042979
27557,Oil,2023-04-15,17667.0
27558,Oil,2023-06-15,15679.487405
27559,Oil,2023-07-15,16822.591352
